id,amount0,amountUSD,amount1,timestamp
0x0405868ee3445e3128a1215ef512331d228e11ff768330da6fe4b67df3395795#22390,7821.6796663208,291.74070648393564,-0.10423621614370256,2024-02-18 06:19:35
0xbd474a3adb741cdb50be5af79e28cdda54dedb358e1c49e331c21a5306e21dbd#22394,35000.0,1309.334671475824,-0.4679480133299461,2024-02-18 07:36:59
0x73bbb41533a0c490cfb8e94ff42e7c683bc9abf66748895c0201d934f0e197da#22401,23000.0,872.8748867369676,-0.3119581338495827,2024-02-18 08:28:59
0x215fe271e9a010cef46bb6101e754112e5dbc7e3d90a464f7896ca8dbe6cfe6b#22404,3419.770260738381,130.31267909138762,-0.04650832904442862,2024-02-18 09:01:47
0xa749832a225b3e6088b3cd15a3f420de14f41b558a6968906bce258e9148852d#22413,24981.885,1021.7755658519751,-0.3632984191286584,2024-02-18 09:25:23
0x6a9170679dfd805b7118d0c65ec8a55aa1fb6c1ac0147143d2ed4b7afde6043b#22414,52828.7,2143.7135378818134,-0.762210181379491,2024-02-18 09:25:35
0x35734fb27a3170c8b6ffc8b41a794e918894c4008254def4d2f3e710fdd7f055#22416,64826.84119034047,2623.9992903733805,-0.9329786558288815,2024-02-18 09:30:59
0x390b15082251cd94888295f0bb59bb2eac145ca5c67622a4c4db96204d8bc80c#22417,1200.0,48.248549763224915,-0.0171550546368387,2024-02-18 09:32:35
0xb50c525aa7d8a8b06083447e639880decc48eb96bac6462dae9813fd8fdc3bd0#22419,61334.267906785564,2452.977186784923,-0.8721704148357302,2024-02-18 09:35:23
0x1f3c161a9efd577a0e143a5220327434d93c67eba81381140b8e13f499028325#22421,60756.58863131824,2411.982829079772,-0.8575946306995196,2024-02-18 09:37:11
0xc1baaa78089a162c0571a3b7fa2b584e23e788b359b030fdd6c7a3079e843d28#22424,1444.0372378483905,57.627795222399364,-0.020489590885032893,2024-02-18 09:45:59
0x41ef51046b57e335911b646190a02e2675d2bc5b2d9ec7dc4488ec6c7662a254#22426,50059.63,1977.3040526793661,-0.7030314267336447,2024-02-18 09:50:23
0x2cd6d57756ae1c047216e80866c25d3a1396e2706a3138f40740a915579aeb04#22425,25525.587,1015.9028646613376,-0.36120476231152066,2024-02-18 09:50:23
0xecd2fde62d8440ec80fbd4f5c16cb474df75f275c44f72dbec0d8a44f9151739#22427,25802.914,1011.4871079865325,-0.35963473785777506,2024-02-18 09:54:11
0x1283cf7b91e16dcb46204e8eef432019f46f8bd06d7ed10345f87342d2bdb76b#22428,25921.653000000002,1010.9198592403972,-0.35943305228758266,2024-02-18 09:54:59
0x4e636fffbca795024847413057ec450dc02a1079135d3cb7a8fa7448679b3d66#22429,74096.88,2861.202752685272,-1.0173020434914064,2024-02-18 09:55:23
0x13539315a8e6794953f2fe380e32712c362c1ce678bda88feb911f5d6a9b26a6#22430,702.6982677736831,26.934076127550718,-0.0095764239910629,2024-02-18 09:59:47
0x4855e8ea7ee4ab903078c729e2c7157021b31be34f6ae699bb50fa61ec56d3dd#22431,26474.521,1012.048569944145,-0.35983224695450416,2024-02-18 10:01:35
0x03f73f66a87f8c0d85c8215717df30069dd24ce8cd7d58db454d480f7972e201#22432,35051.57467483,1331.8447413643344,-0.47353526314069905,2024-02-18 10:02:35
0xbf1b047cfe9bdb9d03324f4235482ddda22e20d687e35325b06886704c35ba8d#22433,187116.140185384,6957.752051301279,-2.4738175911173825,2024-02-18 10:06:47
0x8a220e2c3c724e1433d5149838fa25950aa2defc83908d696a9c337e7bd2d4ba#22434,142593.39304528135,5139.423819889733,-1.8261721122513292,2024-02-18 10:09:23
0x3c5bb55b8ae45e8624fcfc57984140e78883f86b065ef92f36c4656b0888289b#22438,5450.495472544517,199.32318361993282,-0.0708247562388583,2024-02-18 10:38:11
0x8f3645ad5b80e71cb47c543cd5a1e20c1a2ebde2c924590047bcf0ec78af15ee#22439,13541.949060882613,494.32116020740665,-0.1756452763776651,2024-02-18 10:58:35
0xf8b51fa1a3633a0cea06673a1fadfb26f9038b861e517bb4cdf3169a17bbab6b#22440,28002.297,1018.0945040609034,-0.3617556862613948,2024-02-18 11:09:59
0x58024509d61e8a809f2a865a2d91842a650d0edc3586ec35ad7c7bf441db470e#22441,28098.697,1016.1182757500056,-0.361053480497621,2024-02-18 11:10:47
0xd26106a524c99a86820e4be87a7f5c833673d13229f97e43fe1100219ef011e1#22442,28352.072,1019.760765677158,-0.36234775272681125,2024-02-18 11:11:11
0x41492397bfa6baa06e48bc7f9c4fc21331c758e83eeedbeb3dda18d21bcd55c2#22443,28547.567,1019.442445950667,-0.36287163796861677,2024-02-18 11:11:47
0x68ae22e07a15b51162d0fb6d22049537d12c98b0b50d484f5391c72df3b09b78#22444,28711.521,1019.310039478761,-0.36297342292844653,2024-02-18 11:13:35
0xecdca8f5f4b01199687ff1d4207c81e09d719c5c67c23cac868a609d7604f269#22446,88158.46261990891,3096.165358513612,-1.1025453487574386,2024-02-18 11:35:59
0x6fcbbe7c5840afe403337cab01a0847f11efadb39e73f08018d19f7b84ab44c9#22459,2492.86017565471,92.17770956394506,-0.03296540007934165,2024-02-18 13:58:11
0x9aa0861d905b275a3337acd1ac743af0e34a745a6c84135f0e1ca71e0ab7f74d#22460,50085.25,1842.5737602785957,-0.6589573712627759,2024-02-18 13:59:11
0xd68ab1448a58c2bb869bf386f95d25cdf49cf17b3eba604bc1cc54c06629be1d#22462,8015.998011491753,293.3179950897556,-0.10489895121440822,2024-02-18 14:16:47
0xefd95b7a1dbbdb425dc2c7f97011ed39e2db0de1aee7e529d6c693b7ac4d50bd#22464,27453.592,1004.3537525877385,-0.35823684619575613,2024-02-18 14:50:59
